Gene end (bp),Gene start (bp),Gene name,Gene stable ID,Source of gene name,Gene Synonym
36172779,36172422,MTCO1P20,ENSG00000233764,HGNC Symbol,
36173948,36172934,MTCO2P20,ENSG00000231576,HGNC Symbol,
36174822,36174261,MTATP6P20,ENSG00000237948,HGNC Symbol,
36175854,36175167,MTCO3P20,ENSG00000225557,HGNC Symbol,
36176526,36175857,MTCYBP34,ENSG00000237129,HGNC Symbol,
36179385,36178554,MTND1P10,ENSG00000229088,HGNC Symbol,
36204840,36189124,APOL4,ENSG00000100336,HGNC Symbol,APOLIV
36222144,36220617,,ENSG00000288778,,
36239954,36226209,APOL2,ENSG00000128335,HGNC Symbol,APOL-II
36267530,36253071,APOL1,ENSG00000100342,HGNC Symbol,APOL
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,DFNA17
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,EPSTS
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,FTNS
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,MHA
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,NMHC-II-A
36388010,36281280,MYH9,ENSG00000100345,HGNC Symbol,NMMHCA
36286907,36286847,MIR6819,ENSG00000278420,HGNC Symbol,hsa-mir-6819
36343530,36335421,,ENSG00000287269,,
36396517,36388626,,ENSG00000223695,,
36421644,36421273,RPS15AP38,ENSG00000237668,HGNC Symbol,
36440970,36440880,Y_RNA,ENSG00000252225,RFAM,
36454944,36445395,,ENSG00000228719,,
36481640,36467046,TXN2,ENSG00000100348,HGNC Symbol,MT-TRX
36507221,36487190,FOXRED2,ENSG00000100350,HGNC Symbol,ERFAD
36507221,36487190,FOXRED2,ENSG00000100350,HGNC Symbol,FLJ23322
36529184,36510855,EIF3D,ENSG00000100353,HGNC Symbol,eIF3-p66
36529184,36510855,EIF3D,ENSG00000100353,HGNC Symbol,eIF3-zeta
36529184,36510855,EIF3D,ENSG00000100353,HGNC Symbol,EIF3S7
36537604,36536656,,ENSG00000188078,,
36552700,36552165,,ENSG00000229971,,
36703752,36560857,CACNG2,ENSG00000166862,HGNC Symbol,MGC138502
36703752,36560857,CACNG2,ENSG00000166862,HGNC Symbol,MGC138504
36703752,36560857,CACNG2,ENSG00000166862,HGNC Symbol,stargazin
36562915,36560870,,ENSG00000261675,,
36721596,36703869,,ENSG00000234688,,
36755731,36754086,,ENSG00000287773,,
36776256,36758202,IFT27,ENSG00000100360,HGNC Symbol,BBS19
36776256,36758202,IFT27,ENSG00000100360,HGNC Symbol,FAP156
36776256,36758202,IFT27,ENSG00000100360,HGNC Symbol,RABL4
36776256,36758202,IFT27,ENSG00000100360,HGNC Symbol,RAYL
36769022,36766478,,ENSG00000286485,,
36819479,36800684,PVALB,ENSG00000100362,HGNC Symbol,D22S749
36819736,36816326,,ENSG00000234979,,
36870441,36847372,NCF4-AS1,ENSG00000183822,HGNC Symbol,CTA-833B7.2
36878017,36860988,NCF4,ENSG00000100365,HGNC Symbol,p40phox
36878017,36860988,NCF4,ENSG00000100365,HGNC Symbol,SH3PXD4
36940439,36913628,CSF2RB,ENSG00000100368,HGNC Symbol,betaGMR
36940439,36913628,CSF2RB,ENSG00000100368,HGNC Symbol,CD131
36940439,36913628,CSF2RB,ENSG00000100368,HGNC Symbol,IL3RB
36940439,36913628,CSF2RB,ENSG00000100368,HGNC Symbol,IL5RB
36953723,36950529,CSF2RBP1,ENSG00000232254,HGNC Symbol,CSF2RB2
36968172,36965248,LL22NC01-81G9.3,ENSG00000215403,NCBI gene (formerly Entrezgene),
37007851,36991120,TEX33,ENSG00000185264,HGNC Symbol,C22orf33
37007851,36991120,TEX33,ENSG00000185264,HGNC Symbol,EAN57
37007851,36991120,TEX33,ENSG00000185264,HGNC Symbol,MGC35206
37020183,37010859,TST,ENSG00000128311,HGNC Symbol,RDS
37013319,37013225,Y_RNA,ENSG00000252412,RFAM,
37029821,37019635,MPST,ENSG00000128309,HGNC Symbol,MST
37029821,37019635,MPST,ENSG00000128309,HGNC Symbol,TST2
37029821,37019635,MPST,ENSG00000128309,HGNC Symbol,TUM1
37035513,37033124,,ENSG00000287236,,
37063390,37051739,KCTD17,ENSG00000100379,HGNC Symbol,FLJ12242
37055347,37055033,RN7SKP214,ENSG00000201078,HGNC Symbol,
37109713,37065436,TMPRSS6,ENSG00000187045,HGNC Symbol,FLJ30744
37109713,37065436,TMPRSS6,ENSG00000187045,HGNC Symbol,MT2
37082847,37080068,,ENSG00000231467,,
37175054,37125843,IL2RB,ENSG00000100385,HGNC Symbol,CD122
37175054,37125843,IL2RB,ENSG00000100385,HGNC Symbol,IL15RB
37182850,37166757,,ENSG00000235237,,
37199385,37180166,C1QTNF6,ENSG00000133466,HGNC Symbol,CTRP6
37199385,37180166,C1QTNF6,ENSG00000133466,HGNC Symbol,ZACRP6
37212477,37204237,SSTR3,ENSG00000278195,HGNC Symbol,
37215891,37215738,,ENSG00000226233,,
37244448,37225270,RAC2,ENSG00000128340,HGNC Symbol,EN-7
37315341,37282027,CYTH4,ENSG00000100055,HGNC Symbol,CYT4
37315341,37282027,CYTH4,ENSG00000100055,HGNC Symbol,cytohesin-4
37315341,37282027,CYTH4,ENSG00000100055,HGNC Symbol,PSCD4
37427445,37339583,ELFN2,ENSG00000243902,NCBI gene (formerly Entrezgene),LRRC62
37427445,37339583,ELFN2,ENSG00000243902,NCBI gene (formerly Entrezgene),PPP1R29
37355002,37352190,,ENSG00000237862,,
37427479,37367960,ELFN2,ENSG00000166897,HGNC Symbol,LRRC62
37427479,37367960,ELFN2,ENSG00000166897,HGNC Symbol,PPP1R29
37427479,37367960,ELFN2,ENSG00000166897,HGNC Symbol,dJ63G5.3
37427479,37367960,ELFN2,ENSG00000166897,HGNC Symbol,KIAA1904
37372858,37371684,,ENSG00000272694,,
37486393,37469063,MFNG,ENSG00000100060,HGNC Symbol,
37519542,37490362,CARD10,ENSG00000100065,HGNC Symbol,BIMP1
37519542,37490362,CARD10,ENSG00000100065,HGNC Symbol,CARMA3
37551735,37550005,,ENSG00000225867,,
37569405,37560480,CDC42EP1,ENSG00000128283,HGNC Symbol,Borg5
37569405,37560480,CDC42EP1,ENSG00000128283,HGNC Symbol,CEP1
37569405,37560480,CDC42EP1,ENSG00000128283,HGNC Symbol,MSE55
37582616,37570248,LGALS2,ENSG00000100079,HGNC Symbol,HL14
37578922,37578669,Metazoa_SRP,ENSG00000273866,RFAM,
37633564,37608725,GGA1,ENSG00000100083,HGNC Symbol,
37656117,37634654,SH3BP1,ENSG00000100092,HGNC Symbol,ARHGAP43
37666932,37639693,,ENSG00000285304,,
37658377,37641832,PDXP-DT,ENSG00000233360,HGNC Symbol,
37666932,37658723,PDXP,ENSG00000241360,HGNC Symbol,CIN
37666932,37658723,PDXP,ENSG00000241360,HGNC Symbol,dJ37E16.5
37666932,37658723,PDXP,ENSG00000241360,HGNC Symbol,FLJ32703
37669739,37669464,RN7SL385P,ENSG00000241333,HGNC Symbol,
37679802,37675636,LGALS1,ENSG00000100097,HGNC Symbol,GBP
37693476,37681673,NOL12,ENSG00000273899,HGNC Symbol,MGC3731
37693476,37681673,NOL12,ENSG00000273899,HGNC Symbol,Nop25
37693476,37681673,NOL12,ENSG00000273899,HGNC Symbol,RRP17
37726503,37686414,,ENSG00000100101,,
37776556,37697048,TRIOBP,ENSG00000100106,HGNC Symbol,DFNB28
37776556,37697048,TRIOBP,ENSG00000100106,HGNC Symbol,HRIHFB2122
37776556,37697048,TRIOBP,ENSG00000100106,HGNC Symbol,KIAA1662
37776556,37697048,TRIOBP,ENSG00000100106,HGNC Symbol,TAP68
37776556,37697048,TRIOBP,ENSG00000100106,HGNC Symbol,Tara
37807432,37805229,H1-0,ENSG00000189060,HGNC Symbol,H1.0
37807432,37805229,H1-0,ENSG00000189060,HGNC Symbol,H1F0
37807432,37805229,H1-0,ENSG00000189060,HGNC Symbol,H1FV
37817176,37807905,GCAT,ENSG00000100116,HGNC Symbol,KBL
37825485,37823382,GALR3,ENSG00000128310,HGNC Symbol,
37849327,37830855,ANKRD54,ENSG00000100124,HGNC Symbol,LIAR
37844371,37844272,MIR658,ENSG00000284197,HGNC Symbol,hsa-mir-658
37844371,37844272,MIR658,ENSG00000284197,HGNC Symbol,MIRN658
37847774,37847678,MIR659,ENSG00000207696,HGNC Symbol,hsa-mir-659
37847774,37847678,MIR659,ENSG00000207696,HGNC Symbol,MIRN659
37889407,37848868,EIF3L,ENSG00000100129,HGNC Symbol,EIF3EIP
37889407,37848868,EIF3L,ENSG00000100129,HGNC Symbol,EIF3S11
37889407,37848868,EIF3L,ENSG00000100129,HGNC Symbol,EIF3S6IP
37889407,37848868,EIF3L,ENSG00000100129,HGNC Symbol,HSPC021
37889407,37848868,EIF3L,ENSG00000100129,HGNC Symbol,HSPC025
37895563,37876148,,ENSG00000279738,,
37891448,37891347,RNU6-900P,ENSG00000207227,HGNC Symbol,
37942822,37905657,MICALL1,ENSG00000100139,HGNC Symbol,KIAA1668
37942822,37905657,MICALL1,ENSG00000100139,HGNC Symbol,MICAL-L1
37942822,37905657,MICALL1,ENSG00000100139,HGNC Symbol,MIRAB13
37944898,37943050,,ENSG00000278948,,
37953669,37943050,C22orf23,ENSG00000128346,HGNC Symbol,EVG1
37953669,37943050,C22orf23,ENSG00000128346,HGNC Symbol,FLJ32787
37953669,37943050,C22orf23,ENSG00000128346,HGNC Symbol,LOC84645
37951778,37950965,,ENSG00000272582,,
38041915,37952607,POLR2F,ENSG00000100142,HGNC Symbol,HRBP14.4
38041915,37952607,POLR2F,ENSG00000100142,HGNC Symbol,RPB6
37967624,37967563,MIR6820,ENSG00000284289,HGNC Symbol,hsa-mir-6820
37987422,37970686,SOX10,ENSG00000100146,HGNC Symbol,DOM
37987422,37970686,SOX10,ENSG00000100146,HGNC Symbol,WS2E
37987422,37970686,SOX10,ENSG00000100146,HGNC Symbol,WS4
37988853,37988794,MIR4534,ENSG00000284266,HGNC Symbol,hsa-mir-4534
38034228,38032165,,ENSG00000222044,,
38043920,38043230,,ENSG00000273214,,
38075701,38056311,PICK1,ENSG00000100151,HGNC Symbol,dJ1039K5
38075701,38056311,PICK1,ENSG00000100151,HGNC Symbol,MGC15204
38075701,38056311,PICK1,ENSG00000100151,HGNC Symbol,PRKCABP
38073940,38057180,,ENSG00000233739,,
38084184,38078134,SLC16A8,ENSG00000100156,HGNC Symbol,MCT3
38084184,38078134,SLC16A8,ENSG00000100156,HGNC Symbol,REMP
38111015,38084652,BAIAP2L2,ENSG00000128298,HGNC Symbol,FLJ22582
38111015,38084652,BAIAP2L2,ENSG00000128298,HGNC Symbol,pinkbar
38091559,38090127,,ENSG00000272720,,
38214778,38111495,PLA2G6,ENSG00000184381,HGNC Symbol,iPLA2
38214778,38111495,PLA2G6,ENSG00000184381,HGNC Symbol,iPLA2beta
38214778,38111495,PLA2G6,ENSG00000184381,HGNC Symbol,NBIA2
38214778,38111495,PLA2G6,ENSG00000184381,HGNC Symbol,PARK14
38214778,38111495,PLA2G6,ENSG00000184381,HGNC Symbol,PNPLA9
38150612,38130216,,ENSG00000279080,,
38216507,38200767,MAFF,ENSG00000185022,HGNC Symbol,hMafF
38273010,38219291,TMEM184B,ENSG00000198792,HGNC Symbol,C22orf5
38273010,38219291,TMEM184B,ENSG00000198792,HGNC Symbol,DKFZP586A1024
38273010,38219291,TMEM184B,ENSG00000198792,HGNC Symbol,FM08
38273010,38219291,TMEM184B,ENSG00000198792,HGNC Symbol,HS5O6A
38232248,38231320,,ENSG00000235246,,
38231993,38231720,RN7SL704P,ENSG00000241693,HGNC Symbol,
38281289,38281028,Metazoa_SRP,ENSG00000277385,RFAM,
38318084,38290691,CSNK1E,ENSG00000213923,HGNC Symbol,CKIE
38318084,38290691,CSNK1E,ENSG00000213923,HGNC Symbol,CKIepsilon
38318084,38290691,CSNK1E,ENSG00000213923,HGNC Symbol,HCKIE
38398522,38291918,TPTEP2-CSNK1E,ENSG00000283900,HGNC Symbol,
38398929,38335762,TPTEP2,ENSG00000244627,HGNC Symbol,Z98749.2
38388857,38387918,,ENSG00000229955,,
38423933,38416565,,ENSG00000286144,,
38427336,38424288,,ENSG00000228620,,
38455199,38426327,KCNJ4,ENSG00000168135,HGNC Symbol,HIR
38455199,38426327,KCNJ4,ENSG00000168135,HGNC Symbol,hIRK2
38455199,38426327,KCNJ4,ENSG00000168135,HGNC Symbol,HRK1
38455199,38426327,KCNJ4,ENSG00000168135,HGNC Symbol,IRK3
38455199,38426327,KCNJ4,ENSG00000168135,HGNC Symbol,Kir2.3
38436686,38434307,,ENSG00000286440,,
38483447,38468078,KDELR3,ENSG00000100196,HGNC Symbol,
38507660,38483438,DDX17,ENSG00000100201,HGNC Symbol,P72
38570204,38518948,DMC1,ENSG00000100206,HGNC Symbol,LIM15
38575431,38574931,RPS29P31,ENSG00000224279,HGNC Symbol,
38656629,38578118,FAM227A,ENSG00000184949,HGNC Symbol,
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,C22orf2
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,Cby
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,Chibby
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,Chibby1
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,PGEA1
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,PIGEA-14
38673850,38656636,CBY1,ENSG00000100211,HGNC Symbol,PIGEA14
38668750,38666508,,ENSG00000230912,,
38681860,38667585,,ENSG00000228274,,
38677800,38675876,,ENSG00000287219,,
38685421,38681957,TOMM22,ENSG00000100216,HGNC Symbol,TOM22
38701556,38685543,JOSD1,ENSG00000100221,HGNC Symbol,KIAA0063
38738299,38705742,GTPBP1,ENSG00000100226,HGNC Symbol,GP-1
38738299,38705742,GTPBP1,ENSG00000100226,HGNC Symbol,HSPC018
38723505,38722743,PRDX3P1,ENSG00000229598,HGNC Symbol,
38794143,38733290,SUN2,ENSG00000100242,HGNC Symbol,UNC84B
38738765,38734725,,ENSG00000244491,,
38738990,38734730,,ENSG00000230149,,
38736792,38736610,,ENSG00000273096,,
38749041,38739003,,ENSG00000225450,,
38743115,38742625,,ENSG00000272669,,
38743910,38743495,,ENSG00000273076,,
38794198,38778508,DNAL4,ENSG00000100246,HGNC Symbol,dJ327J16
38794198,38778508,DNAL4,ENSG00000100246,HGNC Symbol,PIG27
38844028,38818452,NPTXR,ENSG00000221890,HGNC Symbol,
38872249,38861422,CBX6,ENSG00000183741,HGNC Symbol,
38903794,38886837,,ENSG00000288106,,
38924708,38921227,,ENSG00000235209,,
38992778,38952741,APOBEC3A,ENSG00000128383,HGNC Symbol,ARP3
38992778,38952741,APOBEC3A,ENSG00000128383,HGNC Symbol,PHRBN
38992804,38982347,APOBEC3B,ENSG00000179750,HGNC Symbol,FLJ21201
38992804,38982347,APOBEC3B,ENSG00000179750,HGNC Symbol,PHRBNL
38998209,38991559,APOBEC3B-AS1,ENSG00000249310,HGNC Symbol,
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,APOBEC1L
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,ARDC2
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,ARDC4
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,ARP5
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,bK150C2.3
39020352,39014257,APOBEC3C,ENSG00000244509,HGNC Symbol,PBI
39033276,39014363,,ENSG00000284554,,
39033277,39021113,APOBEC3D,ENSG00000243811,HGNC Symbol,APOBEC3DE
39033277,39021113,APOBEC3D,ENSG00000243811,HGNC Symbol,APOBEC3E
39033277,39021113,APOBEC3D,ENSG00000243811,HGNC Symbol,ARP6
39055972,39040604,APOBEC3F,ENSG00000128394,HGNC Symbol,ARP8
39055972,39040604,APOBEC3F,ENSG00000128394,HGNC Symbol,BK150C2.4.MRNA
39055972,39040604,APOBEC3F,ENSG00000128394,HGNC Symbol,KA6
39070671,39070414,,ENSG00000259421,,
39087743,39077067,APOBEC3G,ENSG00000239713,HGNC Symbol,bK150C2.7
39087743,39077067,APOBEC3G,ENSG00000239713,HGNC Symbol,CEM15
39087743,39077067,APOBEC3G,ENSG00000239713,HGNC Symbol,dJ494G10.1
39087743,39077067,APOBEC3G,ENSG00000239713,HGNC Symbol,FLJ12740
39087743,39077067,APOBEC3G,ENSG00000239713,HGNC Symbol,MDS019
39092859,39091061,,ENSG00000225720,,
39104067,39097224,APOBEC3H,ENSG00000100298,HGNC Symbol,ARP10
39152680,39120167,CBX7,ENSG00000100307,HGNC Symbol,
39120566,39120293,COX5BP7,ENSG00000226024,HGNC Symbol,COX5BL7
39136760,39133090,,ENSG00000279833,,
39155945,39155525,FUNDC2P4,ENSG00000227009,HGNC Symbol,
39244982,39223359,PDGFB,ENSG00000100311,HGNC Symbol,SIS
39244982,39223359,PDGFB,ENSG00000100311,HGNC Symbol,SSV
39279897,39242188,,ENSG00000284633,,
39295589,39292988,,ENSG00000224794,,
39320389,39312882,RPL3,ENSG00000100316,HGNC Symbol,L3
39313911,39313819,SNORD83B,ENSG00000209480,HGNC Symbol,RNU83B
39313911,39313819,SNORD83B,ENSG00000209480,HGNC Symbol,U83B
39315307,39315213,SNORD83A,ENSG00000209482,HGNC Symbol,RNU83A
39315307,39315213,SNORD83A,ENSG00000209482,HGNC Symbol,U83A
39319113,39319050,SNORD43,ENSG00000263764,HGNC Symbol,RNU43
39319113,39319050,SNORD43,ENSG00000263764,HGNC Symbol,U43
39385575,39349925,SYNGR1,ENSG00000100321,HGNC Symbol,
39380015,39379610,,ENSG00000280216,,
39437060,39399778,TAB1,ENSG00000100324,HGNC Symbol,MAP3K7IP1
39492194,39457012,MGAT3,ENSG00000128268,HGNC Symbol,GNT-III
39476822,39475807,MGAT3-AS1,ENSG00000227188,HGNC Symbol,TapSAKI
39518132,39499432,MIEF1,ENSG00000100335,HGNC Symbol,FLJ20232
39518132,39499432,MIEF1,ENSG00000100335,HGNC Symbol,L0R8F8
39518132,39499432,MIEF1,ENSG00000100335,HGNC Symbol,MiD51
39518132,39499432,MIEF1,ENSG00000100335,HGNC Symbol,SMCR7L
39504443,39504231,,ENSG00000285025,,
39522683,39519695,ATF4,ENSG00000128272,HGNC Symbol,CREB-2
39522683,39519695,ATF4,ENSG00000128272,HGNC Symbol,TAXREB67
39522683,39519695,ATF4,ENSG00000128272,HGNC Symbol,TXREB
39532761,39529093,RPS19BP1,ENSG00000187051,HGNC Symbol,FLJ21770
39532761,39529093,RPS19BP1,ENSG00000187051,HGNC Symbol,MGC52010
39689735,39570753,CACNA1I,ENSG00000100346,HGNC Symbol,Cav3.3
39893864,39743044,ENTHD1,ENSG00000176177,HGNC Symbol,FLJ25421
39751293,39750127,MTFR2P2,ENSG00000235647,HGNC Symbol,MTFR2P1
39874515,39874255,RN7SKP210,ENSG00000238875,HGNC Symbol,
39876108,39875289,UQCRFS1P1,ENSG00000226085,HGNC Symbol,UQCRFSL1
39973721,39901084,GRAP2,ENSG00000100351,HGNC Symbol,GADS
39973721,39901084,GRAP2,ENSG00000100351,HGNC Symbol,GRBLG
39973721,39901084,GRAP2,ENSG00000100351,HGNC Symbol,GrbX
39973721,39901084,GRAP2,ENSG00000100351,HGNC Symbol,Grf40
39973721,39901084,GRAP2,ENSG00000100351,HGNC Symbol,Mona
39964718,39960397,,ENSG00000225528,,
40043534,39994954,FAM83F,ENSG00000133477,HGNC Symbol,
40044530,40043068,TNRC6B-DT,ENSG00000261202,HGNC Symbol,
40335808,40044817,TNRC6B,ENSG00000100354,HGNC Symbol,KIAA1093
40107066,40106325,RPL7P52,ENSG00000228599,HGNC Symbol,
40390463,40346461,ADSL,ENSG00000239900,HGNC Symbol,
40410054,40346529,,ENSG00000284431,,
40410289,40370591,SGSM3,ENSG00000100359,HGNC Symbol,DJ1042K10.2
40410289,40370591,SGSM3,ENSG00000100359,HGNC Symbol,RabGAP-5
40410289,40370591,SGSM3,ENSG00000100359,HGNC Symbol,RABGAP5
40410289,40370591,SGSM3,ENSG00000100359,HGNC Symbol,RUSC3
40410289,40370591,SGSM3,ENSG00000100359,HGNC Symbol,RUTBC3
40388290,40372664,SGSM3-AS1,ENSG00000229999,HGNC Symbol,
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,BSAC
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,KIAA1438
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,MAL
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,MKL
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,MKL1
40636719,40410281,MRTFA,ENSG00000196588,HGNC Symbol,MRTF-A
40415445,40415003,,ENSG00000272834,,
40433641,40433136,,ENSG00000227413,,
40526707,40521800,MRTFA-AS1,ENSG00000232564,HGNC Symbol,
40569895,40569286,COX6B1P3,ENSG00000172912,HGNC Symbol,COX6BP3
40588003,40586700,RPL4P6,ENSG00000230071,HGNC Symbol,
40684935,40660784,,ENSG00000289292,,
40674451,40673484,GAPDHP37,ENSG00000231907,HGNC Symbol,
40682812,40679273,MCHR1,ENSG00000128285,HGNC Symbol,GPR24
40682812,40679273,MCHR1,ENSG00000128285,HGNC Symbol,MCH1R
40682812,40679273,MCHR1,ENSG00000128285,HGNC Symbol,SLC1
40819399,40769630,SLC25A17,ENSG00000100372,HGNC Symbol,PMP34
40789267,40788777,,ENSG00000230769,,
40798285,40798039,JTBP1,ENSG00000233603,HGNC Symbol,
40813958,40813883,MIR4766,ENSG00000266594,HGNC Symbol,hsa-mir-4766
40856639,40824535,ST13,ENSG00000100380,HGNC Symbol,FAM10A1
40856639,40824535,ST13,ENSG00000100380,HGNC Symbol,HIP
40856639,40824535,ST13,ENSG00000100380,HGNC Symbol,HSPABP1
40856639,40824535,ST13,ENSG00000100380,HGNC Symbol,P48
40856639,40824535,ST13,ENSG00000100380,HGNC Symbol,SNC6
40932815,40857077,XPNPEP3,ENSG00000196236,HGNC Symbol,APP3
40932815,40857077,XPNPEP3,ENSG00000196236,HGNC Symbol,ICP55
40932815,40857077,XPNPEP3,ENSG00000196236,HGNC Symbol,NPHPL1
40862113,40859549,DNAJB7,ENSG00000172404,HGNC Symbol,HSC3
40917381,40917111,Metazoa_SRP,ENSG00000273979,RFAM,
40917846,40917743,RNU6-379P,ENSG00000200683,HGNC Symbol,
40973309,40951347,RBX1,ENSG00000100387,HGNC Symbol,BA554C12.1
40973309,40951347,RBX1,ENSG00000100387,HGNC Symbol,RNF75
40973309,40951347,RBX1,ENSG00000100387,HGNC Symbol,ROC1
41045591,41045497,Y_RNA,ENSG00000222698,RFAM,
41064633,41064052,,ENSG00000237214,,
41065646,41065554,Y_RNA,ENSG00000199515,RFAM,
41075239,41074180,ACTBP15,ENSG00000213857,HGNC Symbol,
41092566,41092513,MIR1281,ENSG00000284015,HGNC Symbol,hsa-mir-1281
41092566,41092513,MIR1281,ENSG00000284015,HGNC Symbol,MIRN1281
41180077,41092592,EP300,ENSG00000100393,HGNC Symbol,KAT3B
41180077,41092592,EP300,ENSG00000100393,HGNC Symbol,p300
41168316,41168217,RNU6-375P,ENSG00000252859,HGNC Symbol,
41183144,41169190,,ENSG00000232754,,
41197456,41174591,EP300-AS1,ENSG00000231993,HGNC Symbol,
41190188,41189727,LRRC37A14P,ENSG00000215771,HGNC Symbol,
41231271,41205282,L3MBTL2,ENSG00000100395,HGNC Symbol,dJ756G23.3
41231271,41205282,L3MBTL2,ENSG00000100395,HGNC Symbol,DKFZP761I141
41231271,41205282,L3MBTL2,ENSG00000100395,HGNC Symbol,H-l(3)mbt-l
41228500,41207592,L3MBTL2-AS1,ENSG00000235513,HGNC Symbol,
41240931,41229510,CHADL,ENSG00000100399,HGNC Symbol,SLRR4B
41286187,41244779,RANGAP1,ENSG00000100401,HGNC Symbol,Fug1
41286187,41244779,RANGAP1,ENSG00000100401,HGNC Symbol,KIAA1835
41286187,41244779,RANGAP1,ENSG00000100401,HGNC Symbol,SD
41253050,41252992,MIR6889,ENSG00000274552,HGNC Symbol,hsa-mir-6889
41360147,41301525,ZC3H7B,ENSG00000100403,HGNC Symbol,DKFZp434K0920
41360147,41301525,ZC3H7B,ENSG00000100403,HGNC Symbol,FLJ13787
41360147,41301525,ZC3H7B,ENSG00000100403,HGNC Symbol,KIAA1031
41360147,41301525,ZC3H7B,ENSG00000100403,HGNC Symbol,RoXaN
41399326,41367333,TEF,ENSG00000167074,HGNC Symbol,KIAA1655
41377283,41377177,RNU6-495P,ENSG00000199865,HGNC Symbol,
41431375,41430934,,ENSG00000273424,,
41446801,41433494,TOB2,ENSG00000183864,HGNC Symbol,APRO5
41446801,41433494,TOB2,ENSG00000183864,HGNC Symbol,bK223H9
41446801,41433494,TOB2,ENSG00000183864,HGNC Symbol,TOB4
41446801,41433494,TOB2,ENSG00000183864,HGNC Symbol,TOBL
41446801,41433494,TOB2,ENSG00000183864,HGNC Symbol,TROB2
41529273,41447830,ACO2,ENSG00000100412,HGNC Symbol,ACONM
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,bK223H9.2
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,INI
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,MGC1346
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,Rds3
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,SAP14b
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,SF3b14b
41468692,41459717,PHF5A,ENSG00000100410,HGNC Symbol,SF3B7
41544606,41525799,POLR3H,ENSG00000100413,HGNC Symbol,C25
41544606,41525799,POLR3H,ENSG00000100413,HGNC Symbol,KIAA1665
41544606,41525799,POLR3H,ENSG00000100413,HGNC Symbol,RPC8
41560932,41551703,,ENSG00000286491,,
41577741,41561010,CSDC2,ENSG00000172346,HGNC Symbol,PIPPin
41589871,41576900,PMM1,ENSG00000100417,HGNC Symbol,Sec53
41621043,41598028,DESI1,ENSG00000100418,HGNC Symbol,D15Wsu75e
41621043,41598028,DESI1,ENSG00000100418,HGNC Symbol,DESI-1
41621043,41598028,DESI1,ENSG00000100418,HGNC Symbol,FAM152B
41621043,41598028,DESI1,ENSG00000100418,HGNC Symbol,POST
41621043,41598028,DESI1,ENSG00000100418,HGNC Symbol,PPPDE2
41664048,41621163,XRCC6,ENSG00000196419,HGNC Symbol,D22S671
41664048,41621163,XRCC6,ENSG00000196419,HGNC Symbol,D22S731
41664048,41621163,XRCC6,ENSG00000196419,HGNC Symbol,G22P1
41664048,41621163,XRCC6,ENSG00000196419,HGNC Symbol,KU70
41664048,41621163,XRCC6,ENSG00000196419,HGNC Symbol,ML8
41648190,41648089,Y_RNA,ENSG00000200332,RFAM,
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,15.5K
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,FA-1
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,NHP2L1
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,SNRNP15-5
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,SPAG12
41690504,41673933,SNU13,ENSG00000100138,HGNC Symbol,SSFA1
41677125,41676745,,ENSG00000285531,,
41679817,41679711,RNU6-476P,ENSG00000207457,HGNC Symbol,
41698136,41688877,C22orf46,ENSG00000184208,HGNC Symbol,CTA-216E10.6
41698136,41688877,C22orf46,ENSG00000184208,HGNC Symbol,FLJ23584
41799456,41699503,MEI1,ENSG00000167077,HGNC Symbol,MGC40042
41799456,41699503,MEI1,ENSG00000167077,HGNC Symbol,SPATA38
